song,artist,play_count,song_length,album,genre,track_year
For You,Tracy Chapman,1,189.544,Tracy Chapman,Singer/Songwriter,1988
Mountains O' Things,Tracy Chapman,1,279.475,Tracy Chapman,Singer/Songwriter,1988
Baby Can I Hold You,Tracy Chapman,1,193.19,Tracy Chapman,Singer/Songwriter,1988
If Not Now...,Tracy Chapman,1,181.324,Tracy Chapman,Singer/Songwriter,1988
Behind the Wall,Tracy Chapman,1,109.574,Tracy Chapman,Singer/Songwriter,1988
For My Lover,Tracy Chapman,1,192.493,Tracy Chapman,Singer/Songwriter,1988
Across the Lines,Tracy Chapman,1,204.73,Tracy Chapman,Singer/Songwriter,1988
Why?,Tracy Chapman,1,126.455,Tracy Chapman,Singer/Songwriter,1988
COMPLETE MESS,5 Seconds of Summer,1,206.361,5SOS5,Pop,2022
Me Myself & I,5 Seconds of Summer,1,177.943,5SOS5,Pop,2022
Break Up Twice,Lizzo,1,176.953,Special,Pop,2022
The Sign,Lizzo,1,165.69,Special,Pop,2022
Birthday Girl,Lizzo,1,187.592,Special,Pop,2022
If You Love Me,Lizzo,1,191.707,Special,Pop,2022
I Love You Bitch,Lizzo,1,148.538,Special,Pop,2022
Call Out My Name,Kelly Clarkson,1,225.647,Kellyoke - EP,Pop,2022
in my head,Ariana Grande,1,223.004,"thank u, next",Pop,2019
Drive,Carly Rae Jepsen,1,179.165,Kiss (Deluxe Version),Pop,2012
"Shake It (feat. Big Freedia, CupcakKe, Brooke Candy & Pabllo Vittar)",Charli XCX,1,275.04,Charli,Pop,2019
Stop,Matchbox Twenty,1,229.552,Mad Season (Deluxe Version),Pop,2000
Private Show,P!nk,1,254.676,Can't Take Me Home (Expanded Edition),Pop,2000
Do What U Do,P!nk,1,236.657,Can't Take Me Home (Expanded Edition),Pop,2000
Black Eyes,Bradley Cooper,1,183.772,A Star Is Born Soundtrack (Without Dialogue),Soundtrack,2018
Inside Out,Camila Cabello,1,182.624,Camila,Pop,2018
Cupid,Sam Cooke,1,154.923,The Man Who Invented Soul,R&B/Soul,2000
Honeymoon Avenue,Ariana Grande,1,339.735,Yours Truly,Pop,2013
Roman Reloaded (feat. Lil Wayne),Nicki Minaj,1,195.581,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Can't Let You Go,Matchbox Twenty,1,207.725,Exile On Mainstream (Deluxe Version),Pop,2007
Homecoming,Green Day,1,559.155,American Idiot,Alternative,2004
East Jesus Nowhere,Green Day,1,274.761,21st Century Breakdown (Deluxe Edition),Alternative,2009
Let Yourself Go,Green Day,1,177.075,¡Uno!,Alternative,2012
Brutal Love,Green Day,1,294.747,¡Tré!,Alternative,2012
Never Again,Breaking Benjamin,1,223.608,Dark Before Dawn,Hard Rock,2015
Before Your Love,Kelly Clarkson,1,239.629,Thankful,Pop,2003
SuperStar,Taylor Swift,1,261.453,Fearless Platinum Edition,Country,2009
For Heavens Sake,Thriving Ivory,1,223.259,Thriving Ivory,Alternative,2008
Rehab,Rihanna,1,294.777,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Get Back In My Life,Maroon 5,1,217.942,Hands All Over (Deluxe Edition),Pop,2010
Where Have You Been,Rihanna,1,242.741,Talk That Talk (Deluxe),Pop,2011
Saving All My Love for You,Whitney Houston,1,237.377,Whitney Houston,Pop,1985
Skyscraper,Demi Lovato,1,221.332,Unbroken,Pop,2011
Kill Em With Kindness,Selena Gomez,1,218.035,Revival (Deluxe),Pop,2015
Walk Tall,John Mellencamp,1,223.097,Words & Music: John Mellencamp's Greatest Hits,Rock,2004
Love Drought,Beyoncé,1,237.493,Lemonade,Pop,2016
Life Changes,Good Charlotte,1,182.741,Youth Authority (Bonus Track Version),Alternative,2016
Skrt On Me (feat. Nicki Minaj),Calvin Harris,1,228.267,"Funk Wav Bounces, Vol. 1",Dance,2017
Mine (feat. Drake),Beyoncé,1,378.6,BEYONCÉ,Pop,2013
Ave Maria,Beyoncé,1,222.214,I Am... Sasha Fierce (Deluxe Version),Pop,2008
Satellites,Beyoncé,1,187.083,I Am... Sasha Fierce (Deluxe Version),Pop,2008
Love Is Dangerous,blink-182,1,267.609,Neighborhoods (Deluxe),Rock,2011
Disloyal Order of Water Buffaloes,Fall Out Boy,1,257.648,Folie à Deux (Deluxe Version),Alternative,2008
Dance Again,Selena Gomez,1,170.55,Rare (Deluxe),Pop,2020
A Sweeter Place (feat. Kid Cudi),Selena Gomez,1,263.36,Rare (Deluxe),Pop,2020
Counting Stars,OneRepublic,1,257.346,Native (Deluxe),Pop,2013
Gone Too Soon,Daughtry,1,216.177,Break the Spell (Expanded Edition),Rock,2011
...Baby One More Time,Britney Spears,1,211.115,...Baby One More Time (Deluxe Version),Pop,1999
Dig New Streams,Switchfoot,1,225.28,Native Tongue,Alternative,2019
Love Is Everything,Ariana Grande,1,213.832,Christmas Kisses - EP,Holiday,2013
Welcome to the Black Parade,My Chemical Romance,1,311.107,The Black Parade,Alternative,2006
Found It In Silence,HAIM,1,263.813,Something To Tell You,Alternative,2017
Sacrifice,Bebe Rexha,1,160.937,Better Mistakes,Pop,2021
Girls Talk (with Brody Dalle),Garbage,1,216.639,No Gods No Masters,Rock,2021
10-20-40,Rina Sawayama,1,195.535,Rina,Alternative,2017
It's Beginning To Look A Lot Like Christmas,Kelly Clarkson,1,114.753,When Christmas Comes Around...,Holiday,2021
Christmas Eve (Bonus Track),Kelly Clarkson,1,180.953,When Christmas Comes Around...,Holiday,2021
Nectar of the Gods,Lana Del Rey,1,259.947,Blue Banisters,Alternative,2021
Ho Ho Ho,Sia,1,205.695,Everyday Is Christmas (Deluxe),Holiday,2017
Take Me Home for Christmas,Dan + Shay,1,203.925,Take Me Home For Christmas - Single,Holiday,2020
Let it Snow! Let it Snow! Let it Snow! (Outro),Mariah Carey,1,13.095,Mariah Carey's Magical Christmas Special (Apple TV+ Original Soundtrack),Holiday,2020
Used To Know Me,Charli XCX,1,145.898,CRASH,Pop,2022
Olive Branch,Alanis Morissette,1,199.807,Olive Branch - Single,Alternative,2022
Wings Of Stone,Adam Levine,1,226.513,Wings Of Stone - Single,Pop,2022
Bones,Imagine Dragons,1,165.312,Mercury - Acts 1 & 2,Alternative,2021
Symphony,Imagine Dragons,1,175.893,Mercury - Acts 1 & 2,Alternative,2022
I'm Happy,Imagine Dragons,1,185.267,Mercury - Acts 1 & 2,Alternative,2022
Fast Car,Tracy Chapman,1,296.867,Tracy Chapman,Singer/Songwriter,1988
Naked,Lizzo,1,180.457,Special,Pop,2022
Queen Of The Night,Kelly Clarkson,1,190.556,Kellyoke - EP,Pop,2022
Trampoline,Kelly Clarkson,1,165.465,Kellyoke - EP,Pop,2022
make up,Ariana Grande,1,140.759,"thank u, next",Pop,2019
Bad Decisions,Ariana Grande,1,226.487,Dangerous Woman,Pop,2016
I Don't Care,Ariana Grande,1,178.097,Dangerous Woman,Pop,2016
Let Me Love You (feat. Lil Wayne),Ariana Grande,1,223.942,Dangerous Woman,Pop,2016
Mary's Song (Oh My My My),Taylor Swift,1,213.135,Taylor Swift (Bonus Track Version),Country,2006
Invisible,Taylor Swift,1,203.29,Taylor Swift (Bonus Track Version),Country,2006
Click (feat. Kim Petras & Tommy Cash),Charli XCX,1,233.293,Charli,Pop,2019
Thoughts,Charli XCX,1,191.053,Charli,Pop,2019
Warm (feat. HAIM),Charli XCX,1,225.266,Charli,Pop,2019
2099 (feat. Troye Sivan),Charli XCX,1,205.213,Charli,Pop,2019
February 2017 (feat. Clairo & Yaeji),Charli XCX,1,153.093,Charli,Pop,2019
Suffer Me (Bonus Track),Matchbox Twenty,1,190.542,Mad Season (Deluxe Version),Pop,2000
You Won't Be Mine (Orchestral Reprise),Matchbox Twenty,1,124.598,Mad Season (Deluxe Version),Pop,2000
You & I & I (Bonus Track),Matchbox Twenty,1,209.049,Mad Season (Deluxe Version),Pop,2000
Girl Like That,Matchbox Twenty,1,224.937,Yourself Or Someone Like You (Deluxe Version),Pop,1996
Damn,Matchbox Twenty,1,200.225,Yourself Or Someone Like You (Deluxe Version),Pop,1996
I Believe in Everything (Bonus Track),Matchbox Twenty,1,218.731,North (Deluxe Version),Pop,2012
Sleeping At the Wheel,Matchbox Twenty,1,233.012,North (Deluxe Version),Pop,2012
Straight for This Life (Bonus Track),Matchbox Twenty,1,195.15,North (Deluxe Version),Pop,2012
How Long?,Matchbox Twenty,1,164.703,North (Deluxe Version),Pop,2012
Put Your Hands Up,Matchbox Twenty,1,173.174,North (Deluxe Version),Pop,2012
Einstein,Kelly Clarkson,1,179.049,Stronger (Deluxe Version),Pop,2011
Only 1,Ariana Grande,1,194.025,My Everything (Deluxe),Pop,2014
Hands On Me (feat. A$AP Ferg),Ariana Grande,1,192.284,My Everything,Pop,2014
Best Mistake (feat. Big Sean),Ariana Grande,1,233.801,My Everything,Pop,2014
Bad Influence,P!nk,1,216.363,Funhouse (Deluxe Version),Pop,2008
Could've Had Everything,P!nk,1,189.219,Funhouse (Deluxe Version),Pop,2008
My Vietnam,P!nk,1,316.186,M!ssundaztood,Pop,2001
Split Personality,P!nk,1,238.886,Can't Take Me Home (Expanded Edition),Pop,2000
Hell Wit Ya,P!nk,1,178.166,Can't Take Me Home (Expanded Edition),Pop,2000
Stop Falling,P!nk,1,350.876,Can't Take Me Home (Expanded Edition),Pop,2000
Is It Love,P!nk,1,216.642,Can't Take Me Home (Expanded Edition),Pop,2000
Love Is Such a Crazy Thing,P!nk,1,313.84,Can't Take Me Home (Expanded Edition),Pop,2000
Hiccup,P!nk,1,211.115,Can't Take Me Home (Expanded Edition),Pop,2000
Can't Take Me Home,P!nk,1,218.894,Can't Take Me Home (Expanded Edition),Pop,2000
Let Me Let You Know,P!nk,1,284.932,Can't Take Me Home (Expanded Edition),Pop,2000
Voulez-Vous,ABBA,1,308.337,Gold: Greatest Hits,Pop,1992
Music Again,Adam Lambert,1,196.905,For Your Entertainment (Deluxe Version),Pop,2009
Strut,Adam Lambert,1,209.529,For Your Entertainment (Deluxe Version),Pop,2009
"Just Like Fire (From Alice Through the Looking Glass"")""",P!nk,1,215.481,"Just Like Fire (From Alice Through the Looking Glass"") - Single""",Pop,2016
We Are Warriors,Avril Lavigne,1,225.814,We Are Warriors - Single,Pop,2020
Someone You Loved,Lewis Capaldi,1,182.23,Breach - EP,Alternative,2018
La vie en rose,Lady Gaga,1,179.815,A Star Is Born Soundtrack (Without Dialogue),Soundtrack,2018
Out Of Time,Bradley Cooper,1,172.384,A Star Is Born Soundtrack (Without Dialogue),Soundtrack,2018
Chun Swae (feat. Swae Lee),Nicki Minaj,1,370.497,Queen,Hip-Hop/Rap,2018
Absolute,The Fray,1,227.137,The Fray,Rock,2009
Don't Think of Me,Dido,1,272.416,No Angel,Pop,1999
Ultraviolence,Lana Del Rey,1,251.541,Ultraviolence (Deluxe),Alternative,2014
Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,1,225.616,Light My Body Up (feat. Nicki Minaj & Lil Wayne) - Single,Dance,2017
Muny,Nicki Minaj,1,227.276,Pink Friday (Deluxe Version),Hip-Hop/Rap,2010
Save Me,Nicki Minaj,1,185.48,Pink Friday (Deluxe Version),Hip-Hop/Rap,2010
I Am Your Leader (feat. Cam'ron & Rick Ross),Nicki Minaj,1,213.786,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
"Champion (feat. Nas, Drake & Young Jeezy)",Nicki Minaj,1,296.1,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Automatic,Nicki Minaj,1,198.135,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
HOV Lane,Nicki Minaj,1,193.561,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Beautiful Sinner,Nicki Minaj,1,227.369,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Come On a Cone,Nicki Minaj,1,185.293,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Sex In the Lounge (feat. Lil Wayne & Bobby V),Nicki Minaj,1,207.841,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Choose Your Battles,Katy Perry,1,267.377,PRISM (Deluxe Version),Pop,2013
Roar,Katy Perry,1,223.546,PRISM (Deluxe Version),Pop,2013
Spiritual,Katy Perry,1,275.945,PRISM (Deluxe Version),Pop,2013
All Your Reasons,Matchbox Twenty,1,160.751,Exile On Mainstream (Deluxe Version),Pop,2007
If I Fall,Matchbox Twenty,1,168.089,Exile On Mainstream (Deluxe Version),Pop,2007
Push (Acoustic) [Bonus Track],Matchbox Twenty,1,260.899,Yourself Or Someone Like You (Deluxe Version),Pop,1996
Don't Let Me Down (Live from Australia) [Bonus Track],Matchbox Twenty,1,264.614,More Than You Think You Are (Deluxe Version),Rock,2002
Disease (Acoustic) [Bonus Track],Matchbox Twenty,1,223.375,More Than You Think You Are (Deluxe Version),Rock,2002
Before the Lobotomy,Green Day,1,277.083,21st Century Breakdown (Deluxe Edition),Alternative,2009
See the Light,Green Day,1,275.992,21st Century Breakdown (Deluxe Edition),Alternative,2009
Troubled Times,Green Day,1,184.877,Revolution Radio,Alternative,2016
Too Dumb to Die,Green Day,1,203.592,Revolution Radio,Alternative,2016
Say Goodbye,Green Day,1,219.405,Revolution Radio,Alternative,2016
Somewhere Now,Green Day,1,248.52,Revolution Radio,Alternative,2016
Bouncing Off the Wall,Green Day,1,160.496,Revolution Radio,Alternative,2016
Sweet 16,Green Day,1,183.785,¡Uno!,Alternative,2012
Angel Blue,Green Day,1,166.928,¡Uno!,Alternative,2012
Troublemaker,Green Day,1,165.302,¡Uno!,Alternative,2012
Loss of Control,Green Day,1,187.872,¡Uno!,Alternative,2012
Kill the DJ,Green Day,1,221.68,¡Uno!,Alternative,2012
Fell for You,Green Day,1,188.662,¡Uno!,Alternative,2012
Amy,Green Day,1,205.162,¡Dos!,Alternative,2012
Stop When the Red Lights Flash,Green Day,1,146.559,¡Dos!,Alternative,2012
Ashley,Green Day,1,170.389,¡Dos!,Alternative,2012
Stray Heart,Green Day,1,225.002,¡Dos!,Alternative,2012
Dirty Rotten Bastards,Green Day,1,386.41,¡Tré!,Alternative,2012
A Little Boy Named Train,Green Day,1,217.279,¡Tré!,Alternative,2012
The Forgotten,Green Day,1,298.794,¡Tré!,Alternative,2012
In Between,LINKIN PARK,1,196.858,Minutes to Midnight (Deluxe Edition),Hard Rock,2007
Wake,LINKIN PARK,1,100.671,Minutes to Midnight (Deluxe Edition),Hard Rock,2007
You Fight Me,Breaking Benjamin,1,190.891,Phobia,Hard Rock,2006
Phobia (Intro),Breaking Benjamin,1,73.909,Phobia,Hard Rock,2006
You,Breaking Benjamin,1,202.013,Phobia,Hard Rock,2006
Here We Are,Breaking Benjamin,1,258.647,Phobia,Hard Rock,2006
Had Enough,Breaking Benjamin,1,228.275,Phobia,Hard Rock,2006
Failure,Breaking Benjamin,1,214.923,Dark Before Dawn,Hard Rock,2015
Dawn,Breaking Benjamin,1,112.547,Dark Before Dawn,Hard Rock,2015
Defeated,Breaking Benjamin,1,205.426,Dark Before Dawn,Hard Rock,2015
Angels Fall,Breaking Benjamin,1,228.925,Dark Before Dawn,Hard Rock,2015
Breaking the Silence,Breaking Benjamin,1,181.719,Dark Before Dawn,Hard Rock,2015
Hollow,Breaking Benjamin,1,231.108,Dark Before Dawn,Hard Rock,2015
Close to Heaven,Breaking Benjamin,1,249.266,Dark Before Dawn,Hard Rock,2015
Bury Me Alive,Breaking Benjamin,1,244.877,Dark Before Dawn,Hard Rock,2015
The Great Divide,Breaking Benjamin,1,252.725,Dark Before Dawn,Hard Rock,2015
Dark,Breaking Benjamin,1,130.333,Dark Before Dawn,Hard Rock,2015
We Were Made for This,Train,1,243.786,California 37,Pop,2012
50 Ways to Say Goodbye,Train,1,247.947,California 37,Pop,2012
Anytime,Kelly Clarkson,1,245.829,Thankful,Pop,2003
The Trouble With Love Is,Kelly Clarkson,1,221.17,Thankful,Pop,2003
Low,Kelly Clarkson,1,208.7,Thankful,Pop,2003
Some Kind of Miracle,Kelly Clarkson,1,218.081,Thankful,Pop,2003
What's Up Lonely,Kelly Clarkson,1,248.43,Thankful,Pop,2003
You Thought Wrong,Kelly Clarkson,1,230.016,Thankful,Pop,2003
Thankful,Kelly Clarkson,1,180.279,Thankful,Pop,2003
4 Carats,Kelly Clarkson,1,208.468,Wrapped In Red (Deluxe Version),Holiday,2013
White Christmas,Kelly Clarkson,1,182.369,Wrapped In Red (Deluxe Version),Holiday,2013
How You Remind Me,Avril Lavigne,1,245.783,Avril Lavigne (Expanded Edition),Pop,2013
Vip,Kesha,1,211.51,Animal (Expanded Edition),Pop,2010
Overrated,Thriving Ivory,1,231.038,Thriving Ivory,Alternative,2008
Runaway,Thriving Ivory,1,220.728,Thriving Ivory,Alternative,2008
Push Up On Me,Rihanna,1,195.094,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Sell Me Candy,Rihanna,1,166.556,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Lemme Get That,Rihanna,1,221.077,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Say It,Rihanna,1,250.729,Good Girl Gone Bad: Reloaded,Pop,2007
Shut Up and Drive,Rihanna,1,213.344,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Good Girl Gone Bad,Rihanna,1,213.275,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Breakin' Dishes,Rihanna,1,200.643,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Question Existing,Rihanna,1,246.665,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
If I Never See Your Face Again (feat. Rihanna),Maroon 5,1,198.414,Good Girl Gone Bad: Reloaded,Rock,2007
Ulan,Cueshé,1,309.127,"Half Empty, Half Full",Pop,2005
Mary's In India,Dido,1,221.448,Life for Rent,Pop,2003
This Land Is Mine,Dido,1,226.394,Life for Rent,Pop,2003
Sand In My Shoes,Dido,1,299.467,Life for Rent,Pop,2003
Let's Runaway,Dido,1,263.639,Girl Who Got Away (Deluxe Version),Pop,2013
Just Say Yes,Dido,1,215.597,Girl Who Got Away (Deluxe Version),Pop,2013
Lost,Dido,1,257.277,Girl Who Got Away (Deluxe Version),Pop,2013
Girl Who Got Away,Dido,1,203.104,Girl Who Got Away (Deluxe Version),Pop,2013
Go Dreaming,Dido,1,264.452,Girl Who Got Away (Deluxe Version),Pop,2013
Blackbird,Dido,1,249.173,Girl Who Got Away (Deluxe Version),Pop,2013
Loveless Heart,Dido,1,185.225,Girl Who Got Away (Deluxe Version),Pop,2013
Happy New Year,Dido,1,209.188,Girl Who Got Away (Deluxe Version),Pop,2013
Sitting On the Roof of the World,Dido,1,198.623,Girl Who Got Away (Deluxe Version),Pop,2013
Day Before We Went To War,Dido,1,312.494,Girl Who Got Away (Deluxe Version),Pop,2013
All I See (feat. Pete Miser),Dido,1,224.049,Girl Who Got Away (Deluxe Version),Pop,2013
Wag Na 'Wag,Michael V,1,248.88,The Bubble G Anthology,Pop,2006
Must Get Out,Maroon 5,1,238.997,Songs About Jane,Rock,2002
Misery,Maroon 5,1,216.2,Hands All Over (Deluxe Edition),Pop,2010
The Man Who Never Lied,Maroon 5,1,205.223,Overexposed (Deluxe Version),Pop,2012
Love Somebody,Maroon 5,1,229.227,Overexposed (Deluxe Version),Pop,2012
Diamonds,Rihanna,1,225.147,Unapologetic (Deluxe Version),Pop,2012
Sunshine On My Shoulders,Carly Rae Jepsen,1,215.225,Tug of War,Pop,2008
Worldly Matters,Carly Rae Jepsen,1,201.746,Tug of War,Pop,2008
Piano Man,Billy Joel,1,339.349,The Essential Billy Joel,Rock,1973
We Didn't Start the Fire,Billy Joel,1,291.155,The Essential Billy Joel,Rock,1989
SOS,ABBA,1,201.734,ABBA Gold: Greatest Hits,Pop,1975
Snap My Fingers,Bridgit Mendler,1,199.018,Nemesis - EP,Pop,2016
We Will Rock You,Queen,1,122.183,"Greatest Hits I, II & III: The Platinum Collection",Rock,1977
My Name Is Not Susan,Whitney Houston,1,277.826,I Will Always Love You: The Best of Whitney Houston,R&B/Soul,1991
Heartbreak Hotel (feat. Faith Evans & Kelly Price),Whitney Houston,1,282.145,I Will Always Love You: The Best of Whitney Houston,R&B/Soul,1998
I Have Nothing,Whitney Houston,1,290.053,I Will Always Love You: The Best Of Whitney Houston,Pop,1992
All the Man That I Need,Whitney Houston,1,249.916,I'm Your Baby Tonight,Pop,1990
It's Not Right But It's Okay,Whitney Houston,1,291.34,I Will Always Love You: The Best of Whitney Houston,R&B/Soul,1998
Mandy,Barry Manilow,1,197.787,Ultimate Manilow,Easy Listening,1974
Daydreamer,Adele,1,220.566,19,Pop,2008
Timber (feat. Ke$ha),Pitbull,1,204.134,Global Warming: Meltdown (Deluxe Version),Pop,2012
Criminal,Britney Spears,1,225.14,Femme Fatale (Deluxe Version),Pop,2011
"You're Crashing, But You're No Wave",Fall Out Boy,1,222.261,Infinity On High,Rock,2007
Run to You,Bryan Adams,1,233.755,Reckless,Rock,1984
(Everything I Do) I Do It for You,Bryan Adams,1,394.181,Waking Up the Neighbours,Rock,1991
How to Save a Life (New Version),The Fray,1,262.594,How to Save a Life,Rock,2005
Together Forever,Rick Astley,1,205.589,Whenever You Need Somebody,Pop,1987
My Love Is Like a Star,Demi Lovato,1,230.109,Unbroken,Pop,2011
Warrior,Demi Lovato,1,231.224,Demi,Pop,2013
Sorry Not Sorry,Demi Lovato,1,203.824,Tell Me You Love Me (Deluxe),Pop,2017
Back On the Road Again,REO Speedwagon,1,339.197,The Hits,Rock,1972
Keep Pushin',REO Speedwagon,1,245.296,The Hits,Rock,1976
That Ain't Love,REO Speedwagon,1,240.768,The Hits,Rock,1972
Out of Season,REO Speedwagon,1,185.736,Hi Infidelity (30th Anniversary Edition),Rock,1980
Come & Get It,Selena Gomez,1,231.987,Stars Dance (Bonus Track Version),Pop,2013
That Way,Shakira,1,188.685,Shakira. (Expanded Edition),Pop,2014
Savin' Me,Nickelback,1,219.382,All the Right Reasons,Rock,2005
Photograph,Nickelback,1,258.972,All the Right Reasons,Rock,2005
Man Down,Rihanna,1,267.052,Loud (Deluxe),Pop,2010
Glory and Gore,Lorde,1,210.79,Pure Heroine,Alternative,2013
Royals,Lorde,1,190.185,Pure Heroine,Alternative,2013
Space Between,Sia,1,288.093,This Is Acting,Pop,2016
Sweet Design,Sia,1,145.6,This Is Acting,Pop,2016
Burn the Pages,Sia,1,195.21,1000 Forms of Fear,Pop,2014
Cheap Thrills (feat. Sean Paul),Sia,1,224.493,This Is Acting (Deluxe Version),Pop,2016
The Greatest (feat. Kendrick Lamar),Sia,1,210.279,This Is Acting (Deluxe Version),Pop,2016
Midnight Decisions,Sia,1,222.973,This Is Acting (Deluxe Version),Pop,2016
